17-1602-ASM-A-R-00R039;Angoulême - Vestiaires Hommes;1602401;None;401
17-1602-ASM-A-R-00R040;Angoulême - Douche Vestiaires Hommes;1602401;None;401
17-1602-ASM-A-R-00R041;Angoulême - Sanitaire personnels Femmes;1602401;None;401
17-1602-ASM-A-R-00R042;Angoulême - Vestiaires Femmes;1602401;None;401
17-1602-ASM-A-R-00R043;Angoulême - Douche Vestiaires Femmes;1602401;None;401
17-1602-ASM-A-R-00R044;Angoulême - TGBT;1602401;None;401
17-1602-ASM-A-R-00R045;Angoulême - Local groupe électrogène;1602401;None;401
17-1602-ASM-A-R-00R046;Angoulême - Local chaufferie;1602401;None;401
17-1602-ASM-A-R-00R047;Angoulême - Perron personnels distrib;1602401;None;401
17-1602-ASM-A-R-00R048;Angoulême - Rampe PMR personnels;1602401;None;401
17-1602-ASM-A-R-00R049;Angoulême - Circulation vers garage;1602401;None;401
17-1602-ASM-A-R-00R050;Angoulême - Bureau Responsable de Site;1602401;None;413
17-1602-ASM-A-R-00R051;Angoulême - Responsable Hygiène;1602401;None;450
17-1602-ASM-A-R-00R052;Angoulême - Local ménage;1602401;None;401
17-1602-ASM-A-R-00R053;Angoulême - Local déchets DASRI;1602401;None;401
17-1602-ASM-A-R-00R054;Angoulême - Réserve Promo du Don;1602401;None;114
17-1602-ASM-A-R-00R055;Angoulême - Local PC U;1602110;None;110
17-1602-ASM-A-R-00R056;Angoulême - Local informatique;1602420;None;420
17-1602-ASM-A-R-00R057;Angoulême - Bureau magasinier;1602431;None;431
17-1602-ASM-A-R-00R058;Angoulême - Cuisine personnels;1602430;None;430
17-1602-ASM-A-R-00R059;Angoulême - Espace photocopieur;1602430;None;430
17-1602-ASM-A-R-00R060;Angoulême - Local IRP & Chambre garde;1602418;None;418
17-1602-ASM-A-R-00R061;Angoulême - Terrasse cuisine personnels;1602401;None;401
17-1602-ASM-A-R-00R062;Angoulême - Local Groupe climatisations;1602401;None;401
17-1602-ASM-A-R-00R063;Angoulême - Magasin;1602431;None;431
17-1602-ASM-A-R-00R064;Angoulême - Archives;1602430;None;430
17-1602-ASM-A-R-00R065;Angoulême - Garage;1602430;None;430
17-1602-ASM-A-R-00R066;Angoulême - Rampe garage;1602401;None;401
17-1602-ASM-A-R-00R067;Angoulême - Garage véhicule collecte;1602110;None;110
17-1602-ASM-A-R-00R068;Angoulême - Combles technique;1602401;None;401
17-1602-ASM-A-R-00R069;Angoulême - Combles;1602401;None;401
17-1602-ASM-A-R-00R070;Angoulême - Combles garage;1602401;None;401
17-1602-ASM-M;Angoulème - Métrologie;0;None;0
17-1702;Zone analytique de La Rochelle;0;None;0
17-1702-LRO;Site de La Rochelle;0;None;0
17-1702-LRO-A;La Rochelle - Batiment A;1702401;None;401
17-1702-LRO-A-R;La Rochelle - Niveau 0;1702401;None;401
17-1702-LRO-A-R-00R001;La Rochelle - Sas;1702401;None;110
17-1702-LRO-A-R-00R002;La Rochelle - Salle d'attente donneurs;1702401;None;110
17-1702-LRO-A-R-00R003;La Rochelle - Bureau d'accueil donneurs;1702401;None;110
17-1702-LRO-A-R-00R004;La Rochelle - Entrée site;1702401;None;110
17-1702-LRO-A-R-00R005;La Rochelle - Local ménage;1702401;None;400
17-1702-LRO-A-R-00R006;La Rochelle - Distribution;1702401;None;151
17-1702-LRO-A-R-00R007;La Rochelle - laboratoire IHR;1702401;None;154
17-1702-LRO-A-R-00R008;La Rochelle - Chambre de garde;1702401;None;151
17-1702-LRO-A-R-00R009;La Rochelle - Salle de bain chbre garde;1702401;None;151
17-1702-LRO-A-R-00R010;La Rochelle - Sanitaires;1702401;None;430
17-1702-LRO-A-R-00R011;La Rochelle - Bur. secrétaire admin.;1702401;None;413
17-1702-LRO-A-R-00R012;La Rochelle - Circulation;1702401;None;401
17-1702-LRO-A-R-00R013;La Rochelle - Local Technique;1702401;None;420
17-1702-LRO-A-R-00R014;La Rochelle - Réserve;1702401;None;431
17-1702-LRO-A-R-00R015;La Rochelle - Bur. Secrét. promo du don;1702401;None;114
17-1702-LRO-A-R-00R016;La Rochelle - Salle personnel-vestiaires;1702401;None;430
17-1702-LRO-A-R-00R017;La Rochelle - Bureau secrétaire collecte;1702401;None;110
17-1702-LRO-A-R-00R018;La Rochelle - Bureau Médecin;1702401;None;150
17-1702-LRO-A-R-00R019;La Rochelle - Restauration donneurs;1702401;None;110
17-1702-LRO-A-R-00R020;La Rochelle - Circulation;1702401;None;401
17-1702-LRO-A-R-00R021;La Rochelle - Archives;1702401;None;430
17-1702-LRO-A-R-00R022;La Rochelle - Bureau resp. site;1702401;None;413
17-1702-LRO-A-R-00R023;La Rochelle - Réserve alimentaire;1702401;None;110
17-1702-LRO-A-R-00R024;La Rochelle - Salle de prélèvements;1702401;None;110
17-1702-LRO-A-R-00R025;La Rochelle - Entretien médical;1702401;None;110
17-1702-LRO-A-R-00R026;La Rochelle - Magasin 2;1702401;None;110
17-1702-LRO-A-R-00R027;La Rochelle - Magasin 3;1702401;None;110
17-1702-LRO-A-R-00R028;La Rochelle - Local déchets;1702401;None;401
17-1702-LRO-A-R-00R029;La Rochelle - Local U;1702401;None;110
17-1702-LRO-I;En attente informatique La Rochelle;1702420;None;420
17-1702-LRO-M;La Rochelle - Métrologie;0;None;0
17-1710;Zone analytique de Saintes;0;None;0
17-1710-SAI;Site de Saintes;0;None;0
17-1710-SAI-A;Saintes - Batiment A;1710401;None;401
17-1710-SAI-A-1;Saintes - Niveau 1;1710401;None;401
17-1710-SAI-A-1-001001;Saintes - Palier escalier;1710401;None;401
17-1710-SAI-A-1-001002;Saintes - Accueil;1710401;None;110
17-1710-SAI-A-1-001003;Saintes - Circulation;1710401;None;401
17-1710-SAI-A-1-001004;Saintes - Laboratoire IHR/Dist;1710401;None;150
17-1710-SAI-A-1-001005;Saintes - Réserve laboratoire;1710150;None;150
17-1710-SAI-A-1-001006;Saintes - Chambre de garde;1710401;None;150
17-1710-SAI-A-1-001007;Saintes - Sas;1710401;None;401
17-1710-SAI-A-1-001008;Saintes - Salle de réunion;1710401;None;413
17-1710-SAI-A-1-001009;Saintes - Bureau Contrôle de gestion-RH;1710401;None;413
17-1710-SAI-A-1-001010;Saintes - Bureau Responsable de site;1710401;None;413
17-1710-SAI-A-1-001011;Saintes - Sas;1710401;None;401
17-1710-SAI-A-1-001012;Saintes - Bur Corresp admin-Relation don;1710401;None;413
17-1710-SAI-A-1-001013;Saintes - Bur Appro - Maint IHD - ST;1710401;None;431
17-1710-SAI-A-1-001014;Saintes - Laverie;1710401;None;401
17-1710-SAI-A-1-001015;Saintes - Circulation;1710401;None;401
17-1710-SAI-A-1-001016;Saintes - Palier escalier;1710401;None;401
17-1710-SAI-A-1-001017;Saintes - Circulation;1710401;None;110
17-1710-SAI-A-1-001018;Saintes - Salle de collation donneurs;1710401;None;110
17-1710-SAI-A-1-001019;Saintes - Salle de prélèvements;1710401;None;110
17-1710-SAI-A-1-001020;Saintes - Salle de repos donneurs;1710401;None;110
17-1710-SAI-A-1-001021;Saintes - Bureau médical;1710401;None;110
17-1710-SAI-A-1-001022;Saintes - Bur. médecin resp. IHR/Distri;1710401;None;150
17-1710-SAI-A-1-001023;Saintes - Bur. médecin resp. Prél.;1710401;None;110
17-1710-SAI-A-1-001024;Saintes - Salle Repos personnels;1710401;None;430
17-1710-SAI-A-1-001025;Saintes - Ascenceur;1710401;None;401
17-1710-SAI-A-1-001026;Saintes - Vestiaire femmes;1710401;None;430
17-1710-SAI-A-1-001027;Saintes - Réserve Prélèvement;1710401;None;110
17-1710-SAI-A-1-001028;Saintes - Sanitaire personnel femmes;1710401;None;430
17-1710-SAI-A-1-001029;Saintes - Sanitaire personnel femmes;1710401;None;110
17-1710-SAI-A-1-001030;Saintes - Réserve alimentation donneurs;1710110;None;110
17-1710-SAI-A-1-001031;Saintes - Local technique;1710401;None;420
17-1710-SAI-A-1-001032;Vestiaire Hommes;1710401;None;401
17-1710-SAI-A-1-001033;Sanitaires Hommes;1710401;None;401
17-1710-SAI-A-1-001034;Sanitaire public;1710401;None;401
17-1710-SAI-A-1-001035;Sanitaire public;1710401;None;401
17-1710-SAI-A-1-001036;Linge sale;1710401;None;401
17-1710-SAI-A-1-001037;Douche;1710401;None;401
17-1710-SAI-A-1-001038;Local déchets;1710401;None;401
17-1710-SAI-A-1-001039;Réserve Promotion du don;1710401;None;114
17-1710-SAI-A-1-001040;Saintes - Local Enceintes PSL;1710151;None;151
17-1710-SAI-A-R;Saintes - Niveau 0;1710401;None;401
17-1710-SAI-A-R-00R001;Saintes - Sas EFS;1710401;None;401
17-1710-SAI-A-R-00R002;Saintes - Réception Expédition;1710401;None;110
17-1710-SAI-A-R-00R003;Saintes - Local Technique Ascenceur;1710401;None;401
17-1710-SAI-A-R-00R004;Saintes - Ascenceur;1710401;None;401
17-1710-SAI-A-R-00R005;Saintes - Palier escalier;1710401;None;401
17-1710-SAI-A-R-00R006;Saintes - Hall EFS;1710401;None;401
17-1710-SAI-A-R-00R007;Saintes - Archives;1710401;None;430
17-1710-SAI-A-S;Saintes - Niveau sous sol;1710401;None;401
17-1710-SAI-A-S-00S001;Saintes - Sas;1710401;None;430
17-1710-SAI-A-S-00S002;Saintes - Réserve sous-sol;1710401;None;110
17-1710-SAI-A-S-00S003;CH Saintonge - Chaufferie;0;None;0
17-1710-SAI-A-S-00S004;Saintes - Local groupe électrogène;1710401;None;401
17-1710-SAI-A-T;Terrasse;1710401;None;401
17-1710-SAI-A-T-TH;Terrasse Haute;1710401;None;401
17-1710-SAI-G;Saintes - Garage;1710401;None;433
17-1710-SAI-G-R;Saintes - Rez de chaussée;1710401;None;433
17-1710-SAI-G-R-00R001;Saintes - Garage;1710401;None;433
17-1710-SAI-G-R-00R002;Saintes - Local préparation collectes;1710401;None;110
17-1710-SAI-G-R-00R003;Saintes - Local Dechets;1710401;None;430
17-1710-SAI-I;En attente informatique Saintes;1710420;None;420
17-1710-SAI-M;Saintes - Métrologie;0;None;0
17-1802;Zone analytique de Bourges;0;None;0
17-1802-BOU;Site de Bourges;0;None;0
17-1802-BOU-A;Bourges - Batiment A;1802401;None;401
17-1802-BOU-A-R;Bourges - Niveau 0;1802401;None;401
17-1802-BOU-A-R-00R001;Bourges - Hall d'entrée;1802401;None;110
17-1802-BOU-A-R-00R002;Bourges - Sanitaires handicapés;1802401;None;151
17-1802-BOU-A-R-00R003;Bourges - Chambre froide +4°;1802401;None;151
17-1802-BOU-A-R-00R005;Bourges - Réception distribution;1802401;None;150
17-1802-BOU-A-R-00R006;Bourges - Immuno Hématologie;1802401;None;154
17-1802-BOU-A-R-00R007;Bourges - Réserve labo;1802401;None;151
17-1802-BOU-A-R-00R008;Bourges - Chef d'équipe IHR;1802401;None;150
17-1802-BOU-A-R-00R009;Bourges - Sanitaires hommes;1802401;None;401
17-1802-BOU-A-R-00R010;Bourges - Sanitaires femmes;1802401;None;401
17-1802-BOU-A-R-00R011;Bourges - Annexe archivage;1802401;None;413
17-1802-BOU-A-R-00R012;Bourges - Salle de réunion;1802401;None;413
17-1802-BOU-A-R-00R013;Bourges - Circulation;1802401;None;401
17-1802-BOU-A-R-00R014;Bourges - Conservation plaquettes;1802401;None;151
17-1802-BOU-A-R-00R015;Bourges - Annexe prélèvement;1802401;None;110
17-1802-BOU-A-R-00R016;Bourges - Local archives;1802401;None;413
17-1802-BOU-A-R-00R017;Bourges - Cuisine personnel;1802401;None;430
17-1802-BOU-A-R-00R018;Bourges - Vestiaire sanitaire;1802401;None;430
17-1802-BOU-A-R-00R019;Bourges - Utilités sales;1802401;None;430
17-1802-BOU-A-R-00R020;Bourges - Utilités propres;1802401;None;430
17-1802-BOU-A-R-00R021;Bourges - Circulation;1802401;None;401
17-1802-BOU-A-R-00R022;Bourges - Correspondant ADM;1802401;None;413
17-1802-BOU-A-R-00R023;Bourges - Bureau Responsable de Site;1802401;None;413
17-1802-BOU-A-R-00R024;Bourges - Directeur site;1802401;None;413
17-1802-BOU-A-R-00R025;Bourges - Surveillante;1802401;None;110
17-1802-BOU-A-R-00R026;Bourges - Responsable IHR;1802401;None;154
17-1802-BOU-A-R-00R027;Bourges - Vestiaire sanitaire;1802401;None;430
17-1802-BOU-A-R-00R028;Bourges - Secrétariat;1802401;None;110
17-1802-BOU-A-R-00R029;Bourges - Local  U;1802111;None;110
17-1802-BOU-A-R-00R030;Bourges - Local informatique;1802401;None;420
17-1802-BOU-A-R-00R031;Bourges - Magasin;1802401;None;431
17-1802-BOU-A-R-00R032;Bourges - Garage;1802401;None;433
17-1802-BOU-A-R-00R033;Bourges - Circulation;1802401;None;110
17-1802-BOU-A-R-00R034;Bourges - Restauration;1802401;None;110
17-1802-BOU-A-R-00R035;Bourges - Restauration;1802401;None;110
17-1802-BOU-A-R-00R036;Bourges - Responsable prélèvement;1802401;None;110
17-1802-BOU-A-R-00R037;Bourges - Bureau médical;1802401;None;110
17-1802-BOU-A-R-00R038;Bourges - Prélèvement;1802401;None;110
17-1802-BOU-A-R-00R039;Bourges - Sanitaire donneurs;1802401;None;110
17-1802-BOU-A-R-00R040;Bourges - Secrétariat accueil;1802401;None;110
17-1802-BOU-A-R-00R041;Bourges - Local ménage;1802401;None;401
17-1802-BOU-A-R-00R042;Bourges - SAS Distribution;1802151;None;401
17-1802-BOU-A-R-00R043;Bourges - Local Navettes;1802151;None;401
17-1802-BOU-A-R-00R044;Bourges - Distribution;1802151;None;401
17-1802-BOU-A-R-00R050;Bourges - Patio CH (propriété CH);1802401;None;401
17-1802-BOU-A-S-00S001;Vide sanitaire CH;1802401;None;401
17-1802-BOU-I;En attente informatique Bourges;1802420;None;420
17-1802-BOU-M;Bourges - Métrologie;0;None;0
17-2802;Zone analytique de Chartres Luisant;0;None;0
17-2802-CLU;Site de Chartres Luisant;0;None;0
17-2802-CLU-A;Chartres Luisant - Batiment A;2802401;None;401
17-2802-CLU-A-R;Chartres Luisant - Niveau 0;2802401;None;401
17-2802-CLU-A-R-00R001;Chartres Luisant - Sas d'entrée Public;2802401;None;401
17-2802-CLU-A-R-00R002;Chartres Luisant - Accueil/Dégagement;2802401;None;401
17-2802-CLU-A-R-00R003;Chartres Luisant - Sas;2802401;None;401
17-2802-CLU-A-R-00R004;Chartres Luisant - Bureau médical;2802401;None;110
17-2802-CLU-A-R-00R005;Chartres Luisant - Autologues;2802401;None;110
17-2802-CLU-A-R-00R006;Chartres Luisant - Homologues;2802401;None;110
17-2802-CLU-A-R-00R007;Chartres Luisant - Restauration;2802401;None;110
17-2802-CLU-A-R-00R008;Chartres Luisant - Cuisine;2802401;None;110
17-2802-CLU-A-R-00R009;Chartres Luisant - Sas navette;2802401;None;110
17-2802-CLU-A-R-00R010;Chartres Luisant - Rangement;2802401;None;431
17-2802-CLU-A-R-00R011;Chartres Luisant - Rangement;2802401;None;401
17-2802-CLU-A-R-00R012;Chartres Luisant - Rangement;2802401;None;431
17-2802-CLU-A-R-00R013;Chartres Luisant - Magasin 2802;2802401;None;431
17-2802-CLU-A-R-00R014;Chartres Luisant - Magasin 2802;2802401;None;431
17-2802-CLU-A-R-00R015;Chartres Luisant - Circulation;2802401;None;401
17-2802-CLU-A-R-00R016;Chartres Luisant - Vestiaire hommes;2802401;None;401
17-2802-CLU-A-R-00R017;Chartres Luisant - Sanitaires;2802401;None;401
17-2802-CLU-A-R-00R018;Chartres Luisant - Sanitaires;2802401;None;401
17-2802-CLU-A-R-00R019;Chartres Luisant - Vestiaire femmes;2802401;None;401
17-2802-CLU-A-R-00R020;Chartres Luisant - Circulation;2802401;None;401
17-2802-CLU-A-R-00R021;Chartres Luisant - Cafétéria personnels;2802401;None;401
17-2802-CLU-A-R-00R022;Chartres Luisant - Magasin - Stockage;2802401;None;431
17-2802-CLU-A-R-00R023;Chartres Luisant - Sanitaires;2802401;None;401
17-2802-CLU-A-R-00R024;Chartres Luisant - Garage;2802401;None;110
17-2802-CLU-A-R-00R025;Chartres Luisant - Atelier;2802401;None;432
17-2802-CLU-A-R-00R026;Chartres Luisant - Magasin - Stockage;2802401;None;431
17-2802-CLU-A-R-00R027;Chartres Luisant - Local électrique;2802401;None;401
17-2802-CLU-A-R-00R028;Chartres Luisant - Local déchets;2802401;None;401
17-2802-CLU-A-R-00R029;Chartres Luisant - Entrée des personnels;2802401;None;401
17-2802-CLU-A-R-00R030;Chartres Luisant - Laverie;2802401;None;401
17-2802-CLU-A-R-00R031;Chartres Luisant - Bureau;2802401;None;413
17-2802-CLU-A-R-00R032;Chartres Luisant - Responsable de site;2802401;None;413
17-2802-CLU-A-R-00R033;Chartres Luisant - PC portables Collecte;2802401;None;401
17-2802-CLU-A-R-00R034;Chartres Luisant - Circulation;2802401;None;401
17-2802-CLU-A-R-00R035;Chartres Luisant - Bureau Cadre Infirmie;2802401;None;110
17-2802-CLU-A-R-00R036;Chartres Luisant - Bureau Corresp Admini;2802401;None;413
17-2802-CLU-A-R-00R037;Chartres Luisant - Bur. Org. collecte Pr;2802401;None;110
17-2802-CLU-A-R-00R038;Chartres Luisant - Bur. DP & Référ. Maté;2802401;None;418
17-2802-CLU-A-R-00R039;Chartres Luisant - Salle de réunion;2802401;None;413
17-2802-CLU-A-R-00R040;Chartres Luisant - Sanitaires personnel;2802401;None;401
17-2802-CLU-A-R-00R041;Chartres Luisant - Sanitaires public;2802401;None;401
17-2802-CLU-A-R-00R042;Chartres Luisant - Sanitaires handicapé;2802401;None;401
17-2802-CLU-A-R-00R043;Chartres Luisant - Local électrique;2802401;None;401
17-2802-CLU-I;En attente informatique Chartres Luisant;2802420;None;420
17-2802-CLU-M;Chartres Luisant - Métrologie;0;None;0
17-2810;Zone analytique de Chartres Le Coudray;0;None;0
17-2810-CLC;Site de Chartres Le Coudray;0;None;401
17-2810-CLC-A;Chartres le Coudray - Batiment A;2810401;None;401
17-2810-CLC-A-R;Chartres le Coudray - Niveau 0;2810401;None;401
17-2810-CLC-A-R-00R001;Chartres le Coudray - Laboratoire;2810401;None;154
17-2810-CLC-A-R-00R002;Chartres le Coudray - Surveillante;2810401;None;154
17-2810-CLC-A-R-00R003;Chartres le Coudray - Secrétariat;2810401;None;154
17-2810-CLC-A-R-00R004;Chartres le Coudray - Médecin biologiste;2810401;None;154
17-2810-CLC-A-R-00R005;Chartres le Coudray - Circulation;2810401;None;401
17-2810-CLC-A-R-00R006;Chartres le Coudray - Chambre de garde;2810401;None;150
17-2810-CLC-A-R-00R007;Chartres le Coudray - Magasin;2810401;None;431
17-2810-CLC-A-R-00R008;Chartres le Coudray - Reception;2810401;None;150
17-2810-CLC-A-R-00R009;Chartres le Coudray - Local technique;2810401;None;401
17-2810-CLC-A-R-00R010;Chartres le Coudray - Sanitaires hand.;2810401;None;401
17-2810-CLC-A-R-00R011;Chartres le Coudray - Sanitaires;2810401;None;401
17-2810-CLC-A-R-00R012;Chartres le Coudray - Entretien;2810401;None;401
17-2810-CLC-A-R-00R013;Chartres le Coudray - Vestiaires F;2810401;None;401
17-2810-CLC-A-R-00R014;Chartres le Coudray - Ascenseur;2810401;None;401
17-2810-CLC-A-R-00R015;Chartres le Coudray - Déchets;2810401;None;401
17-2810-CLC-A-R-00R016;Chartres le Coudray - Distribution;2810401;None;151
17-2810-CLC-A-R-00R017;Chartres le Coudray - Dépôt PSL;2810401;None;151
17-2810-CLC-A-R-00R018;Chartres le Coudray - Chambre froide;2810401;None;151
17-2810-CLC-A-R-00R019;Chartres le Coudray - Vestiaires H;2810401;None;401
17-2810-CLC-A-T;Chartres le Coudray - Terrasse;2810401;None;401
17-2810-CLC-I;En attente informatique Chartres Coudray;2810420;None;420
17-2810-CLC-M;Chartres le Coudray - Métrologie;0;None;0
17-3602;Zone analytique de Châteauroux;0;None;0
17-3602-CHX;Site de Châteauroux;0;None;0
17-3602-CHX-A;Châteauroux - Batiment A;3602401;None;401
17-3602-CHX-A-1;Châteauroux - Niveau 1;3602401;None;401
17-3602-CHX-A-1-001001;Châteauroux - Hall & Circulation;3602401;None;401
17-3602-CHX-A-1-001002;Châteauroux - Délégués du personnel;3602401;None;418
17-3602-CHX-A-1-001003;Châteauroux - Circulation;3602401;None;401
17-3602-CHX-A-1-001004;Châteauroux - Surveillante tech Laborato;3602401;None;150
17-3602-CHX-A-1-001005;Châteauroux - Réserve fournitures;3602401;None;431
17-3602-CHX-A-1-001006;Châteauroux - Sanitaires;3602401;None;401
17-3602-CHX-A-1-001007;Châteauroux - Bureau technique;3602401;None;432
17-3602-CHX-A-1-001008;Châteauroux - Correspondante Administrat;3602401;None;413
17-3602-CHX-A-1-001009;Châteauroux - Médecin Responsable;3602401;None;110
17-3602-CHX-A-1-001010;Châteauroux - Surveillante IDE;3602401;None;110
17-3602-CHX-A-1-001011;Châteauroux - Salle de réunion;3602401;None;413
17-3602-CHX-A-1-001012;Châteauroux - Archives;3602401;None;413
17-3602-CHX-A-R;Châteauroux - Niveau 0;3602401;None;401
17-3602-CHX-A-R-00R001;Châteauroux - Hall/Accueil/Attente;3602401;None;401
17-3602-CHX-A-R-00R002;Châteauroux - Restauration;3602401;None;110
17-3602-CHX-A-R-00R003;Châteauroux - Cuisine donneurs;3602401;None;110
17-3602-CHX-A-R-00R004;Châteauroux - Sanitaire;3602401;None;401
17-3602-CHX-A-R-00R005;Châteauroux - Cabine Médicale;3602401;None;110
17-3602-CHX-A-R-00R006;Châteauroux - Prélèvement;3602401;None;110
17-3602-CHX-A-R-00R007;Châteauroux - Secrétariat Accueil;3602401;None;110
17-3602-CHX-A-R-00R008;Châteauroux - Circulation;3602401;None;401
17-3602-CHX-A-R-00R009;Châteauroux - Laboratoire IHR;3602401;None;154
17-3602-CHX-A-R-00R010;Châteauroux - Distribution;3602401;None;151
17-3602-CHX-A-R-00R011;Châteauroux - Zone de conservation;3602401;None;151
17-3602-CHX-A-R-00R012;Châteauroux - Archives Laboratoire IHR;3602401;None;150
17-3602-CHX-A-R-00R013;Châteauroux - Hall distribution;3602401;None;151
17-3602-CHX-A-R-00R014;Châteauroux - local autocommutateur;3602401;None;401
17-3602-CHX-A-R-00R015;Châteauroux - Logistique collecte mobile;3602401;None;401
17-3602-CHX-A-R-00R016;Châteauroux - no non affecté;3602401;None;401
17-3602-CHX-A-R-00R017;Châteauroux - Circulation;3602401;None;401
17-3602-CHX-A-R-00R018;Châteauroux - Sanitaire;3602401;None;401
17-3602-CHX-A-R-00R019;Châteauroux - Local informatique;3602420;None;401
17-3602-CHX-A-R-00R020;Châteauroux - Laverie;3602401;None;401
17-3602-CHX-A-R-00R021;Châteauroux - Local déchets;3602401;None;401
17-3602-CHX-A-R-00R022;Châteauroux - Réserve papier & Promo don;3602401;None;110
17-3602-CHX-A-R-00R023;Châteauroux - Circulation;3602401;None;401
17-3602-CHX-A-R-00R024;Châteauroux - Réserve Alimentaire;3602401;None;431
17-3602-CHX-A-R-00R025;Châteauroux - Départ navettes;3602401;None;431
17-3602-CHX-A-R-00R026;Châteauroux - Magasin annexe;3602401;None;431
17-3602-CHX-A-R-00R027;Châteauroux - Magasin;3602401;None;431
17-3602-CHX-A-R-00R028;Châteauroux - Vestiaires;3602401;None;401
17-3602-CHX-A-R-00R029;Châteauroux - Toilettes;3602401;None;401
17-3602-CHX-A-R-00R030;Châteauroux - Sas;3602401;None;401
17-3602-CHX-A-R-00R031;Châteauroux - Placard;3602401;None;401
17-3602-CHX-A-R-00R032;Châteauroux - Cuisine personnel;3602401;None;401
17-3602-CHX-A-R-00R033;Châteauroux - Local Ménage;3602401;None;401
17-3602-CHX-A-R-00R034;Châteauroux - Utilités propres;3602401;None;401
17-3602-CHX-A-R-00R035;Châteauroux - Direction site;3602401;None;413
17-3602-CHX-A-R-00R040;Châteauroux - Conservation Biothèque;3602401;None;160
17-3602-CHX-A-R-00R041;Châteauroux - Chambre froide -30°/B;3602401;None;430
17-3602-CHX-A-R-00R042;Châteauroux - Chambre froide -30°/A;3602401;None;430
17-3602-CHX-A-R-00R043;Châteauroux - Chambre froide +4;3602401;None;430
17-3602-CHX-A-R-00R044;Châteauroux - Stockage Cryo;3602401;None;160
17-3602-CHX-A-R-00R045;Châteauroux - Stockage Biothèque;3602401;None;160
17-3602-CHX-A-R-00R046;Châteauroux - Biothèque;3602401;None;160
